Biosample,Accession,Species,Prophage count
SAMN03262652,CP009106.2,Escherichia coli,4
SAMN03262652,CP009107.1,Escherichia coli,0
SAMN02949643,CP009166.1,Escherichia coli,4
SAMN02949643,CP009168.1,Escherichia coli,1
SAMN03013572,CP009273.1,Escherichia coli,1
SAMN03093203,CP009644.1,Escherichia coli,0
SAMN02743420,CP009685.1,Escherichia coli,0
SAMN03107000,CP009789.1,Escherichia coli,0
SAMN02709589,CP009859.1,Escherichia coli,6
SAMN02709589,CP009861.1,Escherichia coli,1
SAMN03252409,CP010116.1,Escherichia coli,4
SAMN03252410,CP010117.1,Escherichia coli,5
SAMN03252410,CP010118.1,Escherichia coli,0
SAMN03252411,CP010119.1,Escherichia coli,11
SAMN03252411,CP010120.1,Escherichia coli,0
SAMN03252412,CP010121.1,Escherichia coli,6
SAMN03252413,CP010122.1,Escherichia coli,5
SAMN03252413,CP010123.1,Escherichia coli,0
SAMN03252413,CP010124.1,Escherichia coli,0
SAMN03252415,CP010125.1,Escherichia coli,4
SAMN03252415,CP010126.1,Escherichia coli,0
SAMN03252415,CP010127.1,Escherichia coli,0
SAMN03252415,CP010128.1,Escherichia coli,0
SAMN03252416,CP010129.1,Escherichia coli,3
SAMN03252416,CP010130.1,Escherichia coli,0
SAMN03252416,CP010131.1,Escherichia coli,0
SAMN03252417,CP010132.1,Escherichia coli,3
SAMN03252418,CP010133.1,Escherichia coli,3
SAMN03252419,CP010134.1,Escherichia coli,4
SAMN03252419,CP010135.1,Escherichia coli,1
SAMN03252419,CP010136.1,Escherichia coli,0
SAMN03252420,CP010137.1,Escherichia coli,1
SAMN03252420,CP010138.1,Escherichia coli,0
SAMN03252420,CP010139.1,Escherichia coli,0
SAMN03252421,CP010140.1,Escherichia coli,7
SAMN03252421,CP010141.1,Escherichia coli,0
SAMN03252421,CP010142.1,Escherichia coli,0
SAMN03252422,CP010143.1,Escherichia coli,2
SAMN03252422,CP010144.1,Escherichia coli,1
SAMN03252423,CP010145.1,Escherichia coli,4
SAMN03252423,CP010146.1,Escherichia coli,0
SAMN03252423,CP010147.1,Escherichia coli,0
SAMN03252424,CP010148.1,Escherichia coli,3
SAMN03252424,CP010149.1,Escherichia coli,0
SAMN03252425,CP010150.1,Escherichia coli,2
SAMN03252426,CP010151.1,Escherichia coli,1
SAMN03252427,CP010152.1,Escherichia coli,2
SAMN03252427,CP010153.1,Escherichia coli,1
SAMN03252427,CP010154.1,Escherichia coli,0
SAMN03252427,CP010155.1,Escherichia coli,0
SAMN03252427,CP010156.1,Escherichia coli,0
SAMN03252428,CP010157.1,Escherichia coli,4
SAMN03252428,CP010158.1,Escherichia coli,0
SAMN03252428,CP010159.1,Escherichia coli,0
SAMN03252429,CP010160.1,Escherichia coli,4
SAMN03252429,CP010161.1,Escherichia coli,0
SAMN03252429,CP010162.1,Escherichia coli,0
SAMN03252430,CP010163.1,Escherichia coli,1
SAMN03252431,CP010167.1,Escherichia coli,1
SAMN03252431,CP010168.1,Escherichia coli,0
SAMN03252432,CP010169.1,Escherichia coli,2
SAMN03252433,CP010170.1,Escherichia coli,2
SAMN03252434,CP010171.1,Escherichia coli,3
SAMN03252435,CP010172.1,Escherichia coli,2
SAMN03252435,CP010173.1,Escherichia coli,1
SAMN03252436,CP010176.1,Escherichia coli,3
SAMN03252437,CP010177.1,Escherichia coli,4
SAMN03252438,CP010178.1,Escherichia coli,3
SAMN03252438,CP010179.1,Escherichia coli,1
SAMN03252439,CP010180.1,Escherichia coli,4
SAMN03252439,CP010181.1,Escherichia coli,0
SAMN03252439,CP010182.1,Escherichia coli,0
SAMN03252440,CP010183.1,Escherichia coli,4
SAMN03252440,CP010184.1,Escherichia coli,0
SAMN03252440,CP010185.1,Escherichia coli,0
SAMN03252441,CP010186.1,Escherichia coli,4
SAMN03252441,CP010187.1,Escherichia coli,0
SAMN03252441,CP010188.1,Escherichia coli,0
SAMN03252441,CP010189.1,Escherichia coli,0
SAMN03252441,CP010190.1,Escherichia coli,0
SAMN03252442,CP010191.1,Escherichia coli,5
SAMN03252442,CP010192.1,Escherichia coli,0
SAMN03252442,CP010193.1,Escherichia coli,0
SAMN03252442,CP010194.1,Escherichia coli,0
SAMN03252442,CP010195.1,Escherichia coli,0
SAMN03252443,CP010196.1,Escherichia coli,4
SAMN03252443,CP010197.1,Escherichia coli,0
SAMN03252443,CP010198.1,Escherichia coli,0
SAMN03252443,CP010199.1,Escherichia coli,0
SAMN03252444,CP010200.1,Escherichia coli,0
SAMN03252445,CP010206.1,Escherichia coli,3
SAMN03252446,CP010213.1,Escherichia coli,3
SAMN03252447,CP010219.1,Escherichia coli,3
SAMN03252447,CP010220.1,Escherichia coli,0
SAMN03252448,CP010221.1,Escherichia coli,3
SAMN03252449,CP010226.1,Escherichia coli,2
SAMN03252449,CP010227.1,Escherichia coli,0
SAMN03252450,CP010228.1,Escherichia coli,0
SAMN03252451,CP010229.1,Escherichia coli,5
SAMN03252452,CP010230.1,Escherichia coli,0
SAMN03252453,CP010231.1,Escherichia coli,0
SAMN03252454,CP010235.1,Escherichia coli,4
SAMN03252455,CP010236.1,Escherichia coli,5
SAMN03252456,CP010237.1,Escherichia coli,0
SAMN03252414,CP010240.1,Escherichia coli,10
SAMN03252414,CP010241.1,Escherichia coli,0
SAMN03252458,CP010242.1,Escherichia coli,4
SAMN03265100,CP010304.1,Escherichia coli,12
SAMN03265100,CP010305.1,Escherichia coli,0
SAMN03083542,CP010315.1,Escherichia coli,4
SAMN02949644,CP010344.1,Escherichia coli,3
SAMN02949644,CP010345.1,Escherichia coli,0
SAMN03263950,CP010371.1,Escherichia coli,4
SAMN03263950,CP010372.1,Escherichia coli,0
SAMN03263950,CP010373.2,Escherichia coli,0
SAMN03277616,CP010438.1,Escherichia coli,0
SAMN03277613,CP010439.1,Escherichia coli,0
SAMN03277619,CP010440.1,Escherichia coli,0
SAMN03277614,CP010441.1,Escherichia coli,0
SAMN03277617,CP010442.1,Escherichia coli,0
SAMN03277615,CP010443.1,Escherichia coli,0
SAMN03277618,CP010444.1,Escherichia coli,0
SAMN03277612,CP010445.1,Escherichia coli,0
SAMN03292179,CP010585.1,Escherichia coli,1
SAMN03301757,CP010816.1,Escherichia coli,0
SAMN03287565,CP010876.1,Escherichia coli,7
SAMN03390066,CP011018.1,Escherichia coli,6
SAMN03390066,CP011019.1,Escherichia coli,0
SAMN02580208,CP011061.1,Escherichia coli,3
SAMN02580208,CP011062.1,Escherichia coli,0
SAMN02580208,CP011063.1,Escherichia coli,1
SAMN03384316,CP011113.2,Escherichia coli,0
SAMN03294311,CP011124.1,Escherichia coli,1
SAMN03371467,CP011134.1,Escherichia coli,5
SAMN03371467,CP011141.1,Escherichia coli,0
SAMN03856947,CP011331.1,Escherichia coli,5
SAMN02404591,CP011342.2,Escherichia coli,0
SAMN02404590,CP011343.2,Escherichia coli,0
SAMN03612246,CP011416.1,Escherichia coli,7
SAMN03612246,CP011417.1,Escherichia coli,0
SAMN03612246,CP011418.1,Escherichia coli,0
SAMN03659038,CP011495.1,Escherichia coli,1
SAMN03659038,CP011496.1,Escherichia coli,0
SAMN03783363,CP011915.1,Escherichia coli,3
SAMN03783363,CP011916.1,Escherichia coli,0
SAMN03761398,CP011938.1,Escherichia coli,1
SAMN03861948,CP012125.1,Escherichia coli,0
SAMN03863255,CP012126.1,Escherichia coli,0
SAMN03863378,CP012127.1,Escherichia coli,0
SAMN03963234,CP012376.1,Escherichia coli,4
SAMN03963238,CP012379.1,Escherichia coli,3
SAMN03963241,CP012380.1,Escherichia coli,5
SAMN02688212,CP012491.1,Escherichia coli,1
SAMN02688212,CP012492.1,Escherichia coli,0
SAMN02688212,CP012493.1,Escherichia coli,0
SAMN02808332,CP012498.1,Escherichia coli,0
SAMN02688215,CP012499.1,Escherichia coli,0
SAMN02808333,CP012500.1,Escherichia coli,0
SAMN02688213,CP012501.1,Escherichia coli,0
SAMN04026228,CP012625.1,Escherichia coli,10
SAMN04026227,CP012631.1,Escherichia coli,6
SAMN04026227,CP012632.1,Escherichia coli,0
SAMN04026226,CP012633.1,Escherichia coli,2
SAMN04026226,CP012634.1,Escherichia coli,0
SAMN04026225,CP012635.1,Escherichia coli,5
SAMN04026657,CP012693.1,Escherichia coli,13
SAMN04103124,CP012802.1,Escherichia coli,9
SAMN04103124,CP012803.1,Escherichia coli,0
SAMN04103124,CP012804.1,Escherichia coli,0
SAMN03203487,CP012868.1,Escherichia coli,0
SAMN03203488,CP012869.1,Escherichia coli,0
SAMN03203489,CP012870.1,Escherichia coli,0
SAMN02991226,CP013025.1,Escherichia coli,7
SAMN03952643,CP013028.1,Escherichia coli,0
SAMN03952643,CP013029.1,Escherichia coli,11
SAMN03952643,CP013030.1,Escherichia coli,1
SAMN03768474,CP013031.1,Escherichia coli,0
SAMN04227566,CP013112.1,Escherichia coli,1
SAMN04243989,CP013185.1,Escherichia coli,5
SAMN04243989,CP013186.1,Escherichia coli,0
SAMN04209666,CP013190.1,Escherichia coli,2
SAMN04159541,CP013657.1,Escherichia coli,0
SAMN04159541,CP013658.1,Escherichia coli,0
SAMN02688213,CP013662.1,Escherichia coli,8
SAMN02688215,CP013663.1,Escherichia coli,13
SAMN04381845,CP013831.1,Escherichia coli,6
SAMN04381845,CP013832.1,Escherichia coli,0
SAMN04381854,CP013833.1,Escherichia coli,0
SAMN04381854,CP013834.1,Escherichia coli,0
SAMN04381854,CP013835.1,Escherichia coli,8
SAMN04396805,CP013952.1,Escherichia coli,3
SAMN03996288,CP014111.1,Escherichia coli,5
SAMN04403366,CP014225.1,Escherichia coli,1
SAMN04381851,CP014488.1,Escherichia coli,5
SAMN04381851,CP014491.1,Escherichia coli,1
SAMN04381849,CP014495.1,Escherichia coli,5
SAMN04381849,CP014496.1,Escherichia coli,0
SAMN04381846,CP014497.1,Escherichia coli,6
SAMN04381846,CP014498.1,Escherichia coli,0
SAMN04381853,CP014522.1,Escherichia coli,4
SAMN04381853,CP014523.1,Escherichia coli,0
SAMN04381853,CP014524.1,Escherichia coli,0
SAMN02688212,CP014583.1,Escherichia coli,10
SAMN04497926,CP014641.1,Escherichia coli,0
SAMN04505873,CP014642.1,Escherichia coli,0
SAMN03455931,CP014667.1,Escherichia coli,4
SAMN03455931,CP014668.1,Escherichia coli,0
SAMN03455931,CP014669.1,Escherichia coli,0
SAMN04202540,CP015020.1,Escherichia coli,11
SAMN04202540,CP015021.1,Escherichia coli,0
SAMN04202539,CP015022.1,Escherichia coli,0
SAMN04202539,CP015023.1,Escherichia coli,13
SAMN04590096,CP015069.1,Escherichia coli,1
SAMN04590095,CP015074.2,Escherichia coli,3
SAMN04590095,CP015075.2,Escherichia coli,0
SAMN04590097,CP015076.1,Escherichia coli,4
SAMN04590097,CP015077.1,Escherichia coli,0
SAMN04590097,CP015078.1,Escherichia coli,0
SAMN04605558,CP015085.1,Escherichia coli,0
SAMN04605558,CP015088.1,Escherichia coli,1
SAMN04621897,CP015138.1,Escherichia coli,5
SAMN03455974,CP015159.1,Escherichia coli,4
SAMN03455974,CP015160.1,Escherichia coli,0
SAMN03455974,CP015161.1,Escherichia coli,0
SAMN02808333,CP015228.1,Escherichia coli,10
SAMN02808332,CP015229.1,Escherichia coli,10
SAMN04851092,CP015239.1,Escherichia coli,0
SAMN04851092,CP015240.1,Escherichia coli,6
SAMN04851091,CP015241.1,Escherichia coli,9
SAMN04851091,CP015242.1,Escherichia coli,0
SAMN04623227,CP015244.1,Escherichia coli,6
SAMN04623227,CP015245.1,Escherichia coli,0
SAMN04623227,CP015246.1,Escherichia coli,0
SAMN05007045,CP015831.1,Escherichia coli,13
SAMN05007044,CP015832.1,Escherichia coli,12
SAMN05007044,CP015833.1,Escherichia coli,0
SAMN04939501,CP015834.1,Escherichia coli,5
SAMN04939501,CP015835.1,Escherichia coli,0
SAMN04939501,CP015836.1,Escherichia coli,0
SAMN04939501,CP015837.1,Escherichia coli,1
SAMN04939501,CP015838.1,Escherichia coli,0
SAMN04191553,CP015842.1,Escherichia coli,14
SAMN04531998,CP015843.2,Escherichia coli,14
SAMN04531998,CP015844.2,Escherichia coli,0
SAMN04531998,CP015845.2,Escherichia coli,0
SAMN04191551,CP015846.1,Escherichia coli,14
SAMN04191551,CP015847.2,Escherichia coli,0
SAMN01916927,CP015853.1,Escherichia coli,12
SAMN01916927,CP015854.1,Escherichia coli,0
SAMN05177221,CP015912.1,Escherichia coli,6
SAMN05190012,CP015995.1,Escherichia coli,6
SAMN05190012,CP015996.1,Escherichia coli,0
SAMN05190012,CP015997.1,Escherichia coli,1
SAMN05194365,CP016007.1,Escherichia coli,2
SAMN05194365,CP016008.1,Escherichia coli,0
SAMN05194365,CP016009.1,Escherichia coli,0
SAMN05210771,CP016018.1,Escherichia coli,1
SAMN05291917,CP016358.1,Escherichia coli,3
SAMN05346848,CP016404.1,Escherichia coli,3
SAMN05346848,CP016405.1,Escherichia coli,0
SAMN05392487,CP016497.1,Escherichia coli,4
SAMN05392487,CP016498.1,Escherichia coli,0
SAMN05407982,CP016546.1,Escherichia coli,5
SAMN05407982,CP016549.1,Escherichia coli,1
SAMN04510563,CP016625.1,Escherichia coli,16
SAMN04510563,CP016626.1,Escherichia coli,0
SAMN04965119,CP016628.1,Escherichia coli,4
SAMN05417814,CP016755.1,Escherichia coli,11
SAMN05520965,CP016828.1,Escherichia coli,5
SAMN05725120,CP017100.1,Escherichia coli,2
SAMN05762409,CP017220.1,Escherichia coli,6
SAMN05729957,CP017249.1,Escherichia coli,11
SAMN05729957,CP017250.1,Escherichia coli,0
SAMN05729956,CP017251.1,Escherichia coli,11
SAMN05729956,CP017252.1,Escherichia coli,0
SAMN04447635,CP017434.1,Escherichia coli,10
SAMN04447635,CP017435.1,Escherichia coli,0
SAMN04447629,CP017436.1,Escherichia coli,10
SAMN04447629,CP017437.1,Escherichia coli,0
SAMN04447630,CP017438.1,Escherichia coli,10
SAMN04447630,CP017439.1,Escherichia coli,0
SAMN04447623,CP017440.1,Escherichia coli,10
SAMN04447623,CP017441.1,Escherichia coli,0
SAMN04447636,CP017442.1,Escherichia coli,10
SAMN04447636,CP017443.1,Escherichia coli,0
SAMN04447624,CP017444.1,Escherichia coli,10
SAMN04447624,CP017445.1,Escherichia coli,0
SAMN04447632,CP017446.1,Escherichia coli,10
SAMN04447632,CP017447.1,Escherichia coli,0
SAMN05945146,CP017844.1,Escherichia coli,2
SAMN06029893,CP018103.1,Escherichia coli,3
SAMN06029894,CP018109.1,Escherichia coli,3
SAMN06029895,CP018115.1,Escherichia coli,3
SAMN06029896,CP018121.1,Escherichia coli,3
SAMN06067968,CP018206.1,Escherichia coli,5
SAMN06067968,CP018207.1,Escherichia coli,0
SAMN06067968,CP018208.1,Escherichia coli,0
SAMN05544764,CP018237.1,Escherichia coli,11
SAMN05544764,CP018238.1,Escherichia coli,0
SAMN05544766,CP018239.1,Escherichia coli,11
SAMN05417814,CP018626.1,Escherichia coli,0
SAMN05511177,CP018948.1,Escherichia coli,5
SAMN05511184,CP018953.1,Escherichia coli,6
SAMN05511183,CP018957.1,Escherichia coli,4
SAMN05511179,CP018963.1,Escherichia coli,0
SAMN05511179,CP018965.1,Escherichia coli,0
SAMN05511186,CP018970.1,Escherichia coli,12
SAMN05511169,CP018973.1,Escherichia coli,0
SAMN05511169,CP018975.1,Escherichia coli,0
SAMN05511169,CP018976.1,Escherichia coli,6
SAMN05511161,CP018979.1,Escherichia coli,8
SAMN05511148,CP018983.1,Escherichia coli,6
SAMN05511152,CP018991.1,Escherichia coli,11
SAMN05511182,CP018995.1,Escherichia coli,3
SAMN05511160,CP019000.1,Escherichia coli,5
SAMN05511168,CP019002.1,Escherichia coli,1
SAMN05511168,CP019004.1,Escherichia coli,0
SAMN05511168,CP019005.1,Escherichia coli,2
SAMN05511159,CP019006.1,Escherichia coli,0
SAMN05511159,CP019008.1,Escherichia coli,4
SAMN05511166,CP019012.1,Escherichia coli,4
SAMN05511185,CP019015.1,Escherichia coli,6
SAMN05511157,CP019020.1,Escherichia coli,4
SAMN05511150,CP019029.1,Escherichia coli,7
SAMN06198938,CP019051.1,Escherichia coli,2
SAMN06198937,CP019071.1,Escherichia coli,3
SAMN06198937,CP019075.1,Escherichia coli,1
SAMN06197014,CP019213.3,Escherichia coli,2
SAMN06219546,CP019243.1,Escherichia coli,6
SAMN06219547,CP019245.1,Escherichia coli,3
SAMN06219548,CP019250.1,Escherichia coli,4
SAMN06219549,CP019256.1,Escherichia coli,5
SAMN06219550,CP019259.1,Escherichia coli,1
SAMN06219551,CP019267.1,Escherichia coli,0
SAMN06219552,CP019271.1,Escherichia coli,1
SAMN06219552,CP019272.1,Escherichia coli,0
SAMN06219553,CP019273.1,Escherichia coli,7
SAMN06219554,CP019280.1,Escherichia coli,2
SAMN06219554,CP019284.1,Escherichia coli,0
SAMN06236809,CP019359.1,Escherichia coli,3
SAMN06250205,CP019455.1,Escherichia coli,5
SAMN06250205,CP019456.1,Escherichia coli,0
SAMN06165999,CP019558.1,Escherichia coli,3
